id,Name,Phone,Email,Location,Android,iPhone,Desktop
97,A. Buckley,776-243-3725,Alastair.Buckley@example.com,"San Diego, USA",True,False,False
816,A. Larson,252-910-3152,Albie.Larson@example.com,"Barcelona, Spain",True,True,False
560,A. Harris,924-132-3783,Aled.Harris@example.com,"San Diego, USA",False,True,True
65,A. Silva,612-360-5367,Aled.Silva@example.com,"Toronto, Canada",False,True,False
478,A. Ali,685-467-9906,Alejandro.Ali@example.com,"San Francisco, USA",False,False,True
32,A. Brandt,334-279-1420,Alejandro.Brandt@example.com,"New York, USA",True,True,True
129,A. Duncan,487-150-9471,Alejandro.Duncan@example.com,"London, United Kingdom",False,False,True
927,A. Kent,915-320-3214,Alejandro.Kent@example.com,"Chicago, USA",True,True,False
409,A. Durham,582-306-5689,Aleksander.Durham@example.com,"New York, USA",True,True,True
934,A. French,216-516-1958,Alessandro.French@example.com,"San Diego, USA",True,False,True
210,A. Jenkins,547-388-2503,Alessia.Jenkins@example.com,"Chicago, USA",False,True,False
160,A. Watts,619-580-5165,Alessia.Watts@example.com,"New York, USA",True,False,False
790,A. Alexander,489-290-8290,Alex.Alexander@example.com,"San Francisco, USA",True,True,False
622,A. Baird,604-771-4056,Alexa.Baird@example.com,"San Francisco, USA",False,True,False
818,A. Reid,842-314-3728,Alexander.Reid@example.com,"Montreal, Canada",False,True,True
671,A. Terry,480-560-1876,Alexander.Terry@example.com,"New York, USA",True,True,True
500,A. Young,425-414-7823,Alexandra.Young@example.com,"Barcelona, Spain",True,False,True
341,A. Green,725-427-2794,Alexandros.Green@example.com,"San Diego, USA",False,True,False
862,A. Ryan,849-570-8792,Alexandros.Ryan@example.com,"Los Angeles, USA",True,True,True
342,A. Stuart,713-145-1454,Alfred.Stuart@example.com,"Los Angeles, USA",False,False,True
156,A. Brooks,327-292-8469,Alia.Brooks@example.com,"Montreal, Canada",True,False,True
257,A. Hess,735-371-7432,Alia.Hess@example.com,"San Diego, USA",False,False,True
565,A. Huber,190-538-3053,Alice.Huber@example.com,"Chicago, USA",False,False,True
313,A. Nielsen,988-763-8894,Alice.Nielsen@example.com,"Chicago, USA",False,False,True
25,A. Mccoy,495-292-8149,Alina.Mccoy@example.com,"San Francisco, USA",False,True,True
587,A. Odom,737-828-4041,Alina.Odom@example.com,"Chicago, USA",True,True,True
102,A. Walls,507-883-4629,Alina.Walls@example.com,"Chicago, USA",True,False,False
938,A. Hoover,500-251-7080,Alisha.Hoover@example.com,"San Diego, USA",True,False,False
348,A. Moore,358-489-3754,Alistair.Moore@example.com,"Los Angeles, USA",False,True,True
131,A. Armstrong,398-367-7522,Alivia.Armstrong@example.com,"Chicago, USA",False,True,False
939,A. Bradshaw,606-353-8050,Alyssa.Bradshaw@example.com,"San Diego, USA",True,False,True
52,A. Rangel,837-435-2302,Amaan.Rangel@example.com,"Montreal, Canada",True,True,False
636,A. Gonzalez,884-628-1984,Amber.Gonzalez@example.com,"London, United Kingdom",False,False,True
713,A. Orr,993-387-9130,Ameer.Orr@example.com,"Chicago, USA",True,False,True
523,A. Kirby,611-776-9890,Ameera.Kirby@example.com,"London, United Kingdom",True,False,True
755,A. Hood,659-426-4878,Amie.Hood@example.com,"Los Angeles, USA",True,False,False
451,A. Lin,153-814-9880,Amie.Lin@example.com,"New York, USA",True,False,True
804,A. Petersen,680-177-1233,Amin.Petersen@example.com,"London, United Kingdom",False,False,True
179,A. Wells,950-639-9777,Aminah.Wells@example.com,"Chicago, USA",True,True,True
765,A. Blackwell,291-386-7567,Amir.Blackwell@example.com,"San Francisco, USA",False,False,True
91,A. Clark,924-287-4068,Amir.Clark@example.com,"London, United Kingdom",True,True,True
165,A. Berg,627-954-8991,Amira.Berg@example.com,"Chicago, USA",True,True,False
240,A. Lane,321-569-4426,Amira.Lane@example.com,"San Francisco, USA",False,False,True
471,A. Mueller,445-867-4511,Amira.Mueller@example.com,"San Francisco, USA",False,True,False
555,A. Floyd,960-107-6796,Ammar.Floyd@example.com,"New York, USA",False,True,True
448,A. Garner,157-518-8037,Amna.Garner@example.com,"Paris, France",True,True,True
753,A. Ball,802-416-6545,Anais.Ball@example.com,"San Diego, USA",False,True,True
696,A. Pineda,609-304-3412,Anais.Pineda@example.com,"New York, USA",True,False,False
90,A. Blevins,138-515-3364,Anas.Blevins@example.com,"San Diego, USA",True,True,True
486,A. Le,583-114-3994,Andre.Le@example.com,"San Francisco, USA",True,False,False
187,A. Long,883-691-2967,Andre.Long@example.com,"San Francisco, USA",False,True,True
831,A. Browning,768-205-1455,Angel.Browning@example.com,"Los Angeles, USA",False,False,True
212,A. Lynch,227-737-8739,Angela.Lynch@example.com,"San Francisco, USA",True,True,False
78,A. Mcmillan,868-463-1850,Angela.Mcmillan@example.com,"London, United Kingdom",True,False,False
433,A. Manning,182-351-6749,Angelo.Manning@example.com,"Toronto, Canada",True,False,False
977,A. Skinner,885-134-1740,Anita.Skinner@example.com,"Barcelona, Spain",True,True,False
504,A. Peck,703-497-6452,Anjali.Peck@example.com,"San Diego, USA",False,True,False
926,A. John,814-362-6094,Ann.John@example.com,"San Francisco, USA",False,True,True
279,A. Atkinson,494-263-3527,Annabelle.Atkinson@example.com,"San Francisco, USA",True,False,False
591,A. Stephens,853-224-1381,Annalise.Stephens@example.com,"Toronto, Canada",False,True,True
662,A. Mccullough,330-176-2600,Anthony.Mccullough@example.com,"Chicago, USA",False,False,True
860,A. Hartman,708-986-9234,Anton.Hartman@example.com,"London, United Kingdom",True,True,True
292,A. Bray,396-900-5179,Anya.Bray@example.com,"Toronto, Canada",False,True,False
791,A. Davidson,628-333-9139,Aoife.Davidson@example.com,"London, United Kingdom",True,False,False
2,A. Knox,652-272-9539,Arabella.Knox@example.com,"Los Angeles, USA",True,True,False
326,A. Melendez,553-482-8315,Archibald.Melendez@example.com,"Chicago, USA",True,True,False
595,A. Gregory,945-301-2904,Archie.Gregory@example.com,"San Diego, USA",True,False,True
698,A. Dejesus,693-790-8692,Arjun.Dejesus@example.com,"Chicago, USA",False,True,False
497,A. Mccarthy,152-255-3479,Arjun.Mccarthy@example.com,"Los Angeles, USA",True,False,False
834,A. Spencer,962-701-8237,Arnold.Spencer@example.com,"San Francisco, USA",False,True,True
573,A. Herman,999-222-5375,Arron.Herman@example.com,"San Diego, USA",False,False,True
119,A. Peck,226-392-7970,Arron.Peck@example.com,"Paris, France",True,True,False
813,A. Hebert,203-343-2956,Arthur.Hebert@example.com,"New York, USA",True,False,False
199,A. Haines,327-464-5734,Asa.Haines@example.com,"London, United Kingdom",True,True,False
9,A. Vazquez,504-421-4485,Asa.Vazquez@example.com,"Toronto, Canada",True,False,False
238,A. Trevino,621-710-6972,Ashleigh.Trevino@example.com,"San Francisco, USA",True,False,False
485,A. Cain,679-244-6655,Ashley.Cain@example.com,"London, United Kingdom",False,False,True
864,A. Holloway,512-876-7834,Asia.Holloway@example.com,"Los Angeles, USA",False,False,True
954,A. Villegas,553-640-6714,Aston.Villegas@example.com,"Los Angeles, USA",True,False,True
599,A. Delgado,641-317-3741,Astrid.Delgado@example.com,"London, United Kingdom",True,True,True
906,A. Miles,473-411-8478,Astrid.Miles@example.com,"Paris, France",False,True,True
815,A. Andrews,353-307-2005,Aurora.Andrews@example.com,"San Diego, USA",False,False,True
283,A. Hensley,107-156-5064,Autumn.Hensley@example.com,"New York, USA",True,True,False
310,A. Hoover,640-104-6782,Aya.Hoover@example.com,"Chicago, USA",True,True,True
726,A. Weeks,466-888-7144,Aya.Weeks@example.com,"Toronto, Canada",True,True,False
932,A. Valentine,208-392-1702,Ayden.Valentine@example.com,"San Francisco, USA",True,False,True
297,A. O'Reilly,273-616-5739,Ayesha.O'Reilly@example.com,"San Diego, USA",False,True,False
919,A. Underwood,687-284-9762,Ayesha.Underwood@example.com,"San Francisco, USA",True,True,True
692,A. Barker,326-267-7811,Azaan.Barker@example.com,"New York, USA",True,True,True
206,A. Roth,130-119-2032,Azaan.Roth@example.com,"Los Angeles, USA",True,True,False
309,B. Payne,140-296-7511,Barnaby.Payne@example.com,"London, United Kingdom",True,False,False
716,B. Wagner,974-500-4168,Barnaby.Wagner@example.com,"Montreal, Canada",False,False,True
915,B. Buck,667-391-6777,Barry.Buck@example.com,"San Francisco, USA",True,True,True
594,B. Reilly,117-863-9669,Barry.Reilly@example.com,"Montreal, Canada",False,False,True
717,B. Taylor,999-341-2797,Barry.Taylor@example.com,"San Francisco, USA",False,False,True
5,B. Everett,194-640-2758,Beatrix.Everett@example.com,"Paris, France",True,False,False
617,B. Duran,797-203-1866,Beau.Duran@example.com,"New York, USA",True,True,False
893,B. Riddle,835-645-8652,Benjamin.Riddle@example.com,"Toronto, Canada",True,False,True
487,B. Moran,863-265-3242,Bernard.Moran@example.com,"San Francisco, USA",False,True,False
276,B. Carter,708-356-2109,Bertha.Carter@example.com,"Chicago, USA",True,False,True
606,B. Walsh,129-506-2067,Bertha.Walsh@example.com,"London, United Kingdom",True,True,False
760,B. Cobb,171-373-6091,Bertie.Cobb@example.com,"San Francisco, USA",False,False,True
135,B. Ward,971-922-8663,Bertie.Ward@example.com,"Montreal, Canada",True,False,True
126,B. Cole,424-390-3432,Bessie.Cole@example.com,"San Diego, USA",False,True,False
505,B. Conley,128-912-7282,Bessie.Conley@example.com,"London, United Kingdom",False,True,False
317,B. Cuevas,629-379-6872,Bessie.Cuevas@example.com,"Toronto, Canada",True,True,False
248,B. Franco,317-895-5803,Bethan.Franco@example.com,"Toronto, Canada",True,False,False
54,B. Santana,924-146-4189,Bethany.Santana@example.com,"New York, USA",False,True,False
607,B. Roberts,631-796-8801,Bibi.Roberts@example.com,"New York, USA",True,False,False
869,B. Weaver,956-787-2725,Bibi.Weaver@example.com,"Paris, France",True,True,False
603,B. Shaffer,308-774-7278,Bilal.Shaffer@example.com,"San Diego, USA",False,False,True
757,B. Andersen,962-770-1270,Bill.Andersen@example.com,"Toronto, Canada",True,True,False
426,B. Chen,264-895-1912,Bill.Chen@example.com,"Toronto, Canada",True,True,True
600,B. Jacobs,279-704-9018,Bill.Jacobs@example.com,"San Francisco, USA",True,False,False
57,B. Price,917-866-8131,Billie.Price@example.com,"London, United Kingdom",False,False,True
963,B. Norton,816-614-5153,Billy.Norton@example.com,"Chicago, USA",True,False,False
153,B. Boyer,411-997-1636,Blaine.Boyer@example.com,"London, United Kingdom",False,False,True
254,B. Woods,104-443-5734,Bonnie.Woods@example.com,"San Francisco, USA",True,True,True
31,B. Butler,937-172-2269,Bradley.Butler@example.com,"Montreal, Canada",False,True,False
375,B. Rangel,417-706-8052,Brandon.Rangel@example.com,"New York, USA",True,True,False
702,B. Patrick,173-881-1582,Brayden.Patrick@example.com,"Los Angeles, USA",True,False,True
798,B. Deleon,997-981-2043,Brenda.Deleon@example.com,"Paris, France",False,True,False
290,B. Ingram,919-358-6885,Brenda.Ingram@example.com,"Montreal, Canada",True,True,True
691,B. Landry,213-171-7560,Brett.Landry@example.com,"Barcelona, Spain",False,True,False
507,B. Oneill,349-116-7728,Bridget.Oneill@example.com,"San Francisco, USA",True,False,False
646,B. Ruiz,259-940-6592,Brittney.Ruiz@example.com,"San Francisco, USA",False,True,True
243,B. Fitzgerald,955-732-8107,Brogan.Fitzgerald@example.com,"Montreal, Canada",True,True,False
712,B. Mendoza,323-783-6615,Bronte.Mendoza@example.com,"Toronto, Canada",True,True,False
274,B. Riley,786-291-8203,Bronte.Riley@example.com,"Toronto, Canada",False,True,False
537,B. Hanna,763-469-4049,Bronwyn.Hanna@example.com,"Toronto, Canada",True,False,False
508,B. Barron,715-588-5341,Brooke.Barron@example.com,"Chicago, USA",False,True,False
631,B. Fowler,933-501-9509,Brooklyn.Fowler@example.com,"San Francisco, USA",True,True,True
291,B. Gamble,187-138-7951,Brooklyn.Gamble@example.com,"Chicago, USA",False,True,True
50,B. Noble,639-790-8394,Bruno.Noble@example.com,"San Diego, USA",False,True,False
494,B. Caldwell,161-104-1451,Bryan.Caldwell@example.com,"San Francisco, USA",False,False,True
774,B. Powell,235-538-4936,Bryan.Powell@example.com,"San Francisco, USA",True,False,False
583,B. Stevens,537-447-5075,Bryony.Stevens@example.com,"New York, USA",False,False,True
942,C. Rowe,263-391-9368,Cai.Rowe@example.com,"New York, USA",True,False,True
346,C. Kaufman,805-349-3127,Caiden.Kaufman@example.com,"Montreal, Canada",False,False,True
988,C. Robertson,375-525-5823,Cain.Robertson@example.com,"New York, USA",False,True,True
987,C. Lawson,470-723-2187,Caitlyn.Lawson@example.com,"Paris, France",False,True,True
768,C. Obrien,223-387-1014,Caleb.Obrien@example.com,"Toronto, Canada",True,True,False
711,C. Tucker,338-784-4359,Calvin.Tucker@example.com,"San Diego, USA",False,True,False
432,C. Huff,943-976-4626,Camilla.Huff@example.com,"San Francisco, USA",True,False,True
390,C. Wells,149-482-9546,Camilla.Wells@example.com,"London, United Kingdom",True,False,True
411,C. Hooper,382-506-1338,Candice.Hooper@example.com,"Toronto, Canada",True,True,True
710,C. Moyer,964-229-5609,Candice.Moyer@example.com,"San Francisco, USA",True,True,False
19,C. Burton,527-368-7429,Carmen.Burton@example.com,"Toronto, Canada",True,False,True
424,C. Bean,168-263-3805,Carol.Bean@example.com,"San Francisco, USA",True,False,False
917,C. Russo,192-156-9508,Carol.Russo@example.com,"Toronto, Canada",True,False,True
124,C. York,402-586-5192,Carol.York@example.com,"San Diego, USA",True,False,False
535,C. Pittman,451-215-7038,Carolyn.Pittman@example.com,"New York, USA",True,False,False
237,C. Coleman,530-826-1153,Carter.Coleman@example.com,"San Francisco, USA",False,True,True
586,C. Finley,306-893-4689,Casey.Finley@example.com,"London, United Kingdom",True,True,True
103,C. Hudson,830-584-4874,Caspar.Hudson@example.com,"Toronto, Canada",False,True,False
82,C. Freeman,932-653-8020,Casper.Freeman@example.com,"San Diego, USA",True,False,False
575,C. Padilla,823-261-2968,Casper.Padilla@example.com,"San Francisco, USA",True,True,False
468,C. Gaines,496-692-2413,Cassie.Gaines@example.com,"Paris, France",False,True,True
28,C. Molina,811-806-5304,Cassie.Molina@example.com,"San Francisco, USA",True,False,True
875,C. Walls,355-649-8007,Cayden.Walls@example.com,"San Francisco, USA",True,False,True
868,C. David,919-925-5280,Cecilia.David@example.com,"New York, USA",True,True,True
559,C. Edwards,941-963-8256,Cecilia.Edwards@example.com,"London, United Kingdom",True,True,True
405,C. Blaese,234-446-2115,Cecily.Blaese@example.com,"Toronto, Canada",False,True,True
764,C. Escobar,840-532-1467,Cecily.Escobar@example.com,"New York, USA",False,False,True
47,C. Terry,986-149-3342,Celia.Terry@example.com,"New York, USA",False,True,True
419,C. Calderon,110-293-2276,Celine.Calderon@example.com,"San Diego, USA",False,True,False
298,C. Lang,284-895-4854,Chanel.Lang@example.com,"San Francisco, USA",False,True,True
736,C. Holt,256-585-1002,Chantelle.Holt@example.com,"Paris, France",True,False,True
848,C. Bray,175-925-8526,Charis.Bray@example.com,"Los Angeles, USA",True,False,True
466,C. Cotton,598-771-1224,Charis.Cotton@example.com,"Toronto, Canada",False,False,True
190,C. Baxter,757-193-7348,Charlotte.Baxter@example.com,"San Francisco, USA",True,False,True
413,C. Trevino,110-715-4620,Charlotte.Trevino@example.com,"New York, USA",True,True,False
951,C. Proctor,256-560-3458,Chelsea.Proctor@example.com,"Chicago, USA",False,False,True
104,C. Wyatt,750-801-9657,Chelsea.Wyatt@example.com,"San Diego, USA",False,True,True
80,C. Owens,812-775-9881,Cheryl.Owens@example.com,"San Francisco, USA",True,True,False
853,C. Bell,501-541-1518,Chester.Bell@example.com,"New York, USA",False,True,False
825,C. Ho,279-331-5254,Chiara.Ho@example.com,"Montreal, Canada",False,True,False
935,C. Mullen,723-357-7363,Chloe.Mullen@example.com,"New York, USA",True,False,False
241,C. Zimmerman,371-875-4229,Chris.Zimmerman@example.com,"San Diego, USA",False,False,True
865,C. Blanchard,420-887-3636,Christina.Blanchard@example.com,"New York, USA",False,False,True
930,C. Mays,333-143-8841,Christina.Mays@example.com,"San Francisco, USA",True,False,True
483,C. Davenport,168-853-2168,Christine.Davenport@example.com,"Montreal, Canada",False,True,False
415,C. Pollard,915-743-9764,Christopher.Pollard@example.com,"San Diego, USA",True,True,True
40,C. Bird,958-605-3200,Clara.Bird@example.com,"San Francisco, USA",True,False,False
85,C. Hanson,743-908-5464,Clarence.Hanson@example.com,"Chicago, USA",True,True,False
857,C. Beck,607-793-6646,Clementine.Beck@example.com,"San Diego, USA",False,True,True
558,C. Sloan,480-906-3761,Clementine.Sloan@example.com,"Chicago, USA",True,True,False
249,C. Whitaker,193-348-3198,Clementine.Whitaker@example.com,"Los Angeles, USA",False,False,True
77,C. Greer,138-806-4136,Cleo.Greer@example.com,"Los Angeles, USA",True,True,False
21,C. Mcgee,715-116-6302,Clifford.Mcgee@example.com,"San Francisco, USA",True,True,False
41,C. Riley,872-906-9681,Cody.Riley@example.com,"London, United Kingdom",True,True,True
472,C. Baxter,584-747-3867,Colby.Baxter@example.com,"Los Angeles, USA",True,False,False
964,C. Harding,584-554-7060,Colby.Harding@example.com,"San Francisco, USA",True,True,True
99,C. Hart,900-712-6799,Colby.Hart@example.com,"San Francisco, USA",True,False,True
941,C. Neal,189-827-7386,Connor.Neal@example.com,"Chicago, USA",True,False,True
201,C. Rush,663-671-4088,Conor.Rush@example.com,"New York, USA",False,True,False
441,C. Hanna,934-954-3387,Conrad.Hanna@example.com,"San Diego, USA",False,True,True
45,C. Houston,946-560-7738,Cordelia.Houston@example.com,"San Francisco, USA",True,True,False
286,C. Marquez,636-910-2488,Cordelia.Marquez@example.com,"Los Angeles, USA",False,True,True
891,C. Serrano,950-319-1013,Cordelia.Serrano@example.com,"London, United Kingdom",True,False,True
650,C. Greer,722-120-7628,Cormac.Greer@example.com,"Paris, France",False,True,True
905,C. Case,406-161-3681,Cory.Case@example.com,"London, United Kingdom",True,False,False
564,C. Mcknight,634-813-9351,Craig.Mcknight@example.com,"Chicago, USA",True,False,True
566,C. Neal,732-513-2567,Cruz.Neal@example.com,"Chicago, USA",False,False,True
29,D. Preston,368-987-3267,Dafydd.Preston@example.com,"Barcelona, Spain",True,True,True
191,D. Bullock,130-864-9453,Damon.Bullock@example.com,"Chicago, USA",True,False,True
824,D. Bates,944-189-5693,Dan.Bates@example.com,"San Francisco, USA",False,False,True
552,D. Reid,753-936-1634,Daniel.Reid@example.com,"Paris, France",True,False,False
883,D. James,716-145-3987,Daniela.James@example.com,"San Francisco, USA",False,True,False
23,D. Glenn,727-709-3351,Danielle.Glenn@example.com,"San Francisco, USA",True,True,True
517,D. Lester,427-342-5497,Danielle.Lester@example.com,"San Francisco, USA",True,True,False
300,D. Knapp,665-657-4948,Danny.Knapp@example.com,"Los Angeles, USA",True,True,True
549,D. Tate,574-779-9113,Danny.Tate@example.com,"San Diego, USA",True,False,False
700,D. Burgess,222-241-4261,Dante.Burgess@example.com,"San Diego, USA",True,False,True
811,D. Moon,285-551-6208,Dante.Moon@example.com,"New York, USA",True,True,True
593,D. Lang,629-875-4423,Danyal.Lang@example.com,"Toronto, Canada",False,True,True
370,D. Powell,558-608-9550,Darcey.Powell@example.com,"San Diego, USA",True,True,False
260,D. Robles,790-759-5249,Darcey.Robles@example.com,"London, United Kingdom",False,True,False
189,D. Whitney,483-860-2350,Darcey.Whitney@example.com,"San Francisco, USA",True,True,True
166,D. Lane,899-901-3539,Darcie.Lane@example.com,"Los Angeles, USA",True,False,False
584,D. Jenkins,705-890-7715,Darcy.Jenkins@example.com,"Los Angeles, USA",False,True,False
231,D. Wall,109-398-3560,Darcy.Wall@example.com,"Montreal, Canada",False,False,True
184,D. Bridges,946-447-2454,David.Bridges@example.com,"New York, USA",False,True,False
576,D. Mcconnell,967-585-7262,David.Mcconnell@example.com,"San Francisco, USA",False,True,False
572,D. O'Doherty,330-649-8079,Davina.O'Doherty@example.com,"New York, USA",True,False,True
355,D. Lozano,410-788-9917,Dawid.Lozano@example.com,"Toronto, Canada",False,True,False
727,D. Cisneros,375-337-2745,Dawn.Cisneros@example.com,"Toronto, Canada",False,False,True
861,D. Boone,950-335-6994,Deacon.Boone@example.com,"New York, USA",True,True,True
440,D. Koch,510-682-8416,Dean.Koch@example.com,"San Francisco, USA",False,False,True
6,D. Lewis,243-955-3782,Dean.Lewis@example.com,"San Diego, USA",True,True,True
787,D. Wu,668-572-6520,Delilah.Wu@example.com,"Los Angeles, USA",False,True,False
943,D. Carroll,778-532-2184,Delores.Carroll@example.com,"Chicago, USA",False,True,False
578,D. Callahan,713-176-8275,Demi.Callahan@example.com,"Toronto, Canada",True,False,False
460,D. Dennis,429-374-1894,Demi.Dennis@example.com,"Los Angeles, USA",False,True,False
814,D. Patel,703-829-8473,Demi.Patel@example.com,"Los Angeles, USA",True,False,True
731,D. Black,677-290-8939,Denzel.Black@example.com,"San Francisco, USA",True,False,True
819,D. Lucas,323-234-9528,Dewey.Lucas@example.com,"San Francisco, USA",False,True,False
67,D. Keith,816-321-4054,Dewi.Keith@example.com,"Chicago, USA",True,True,False
654,D. Hartley,582-489-4208,Dexter.Hartley@example.com,"San Diego, USA",False,True,False
180,D. Villarreal,931-559-3083,Dhruv.Villarreal@example.com,"London, United Kingdom",True,False,True
44,D. Davenport,505-179-8348,Diana.Davenport@example.com,"Los Angeles, USA",False,True,True
625,D. Kelly,219-449-5089,Diane.Kelly@example.com,"Montreal, Canada",True,True,False
477,D. Cisneros,304-384-6230,Dillon.Cisneros@example.com,"Paris, France",True,True,True
652,D. Johnston,732-904-7872,Dillon.Johnston@example.com,"New York, USA",False,False,True
36,D. Odling,365-145-3897,Dominik.Odling@example.com,"Los Angeles, USA",True,False,True
903,D. Velez,149-740-6115,Dominik.Velez@example.com,"San Francisco, USA",True,True,False
288,D. Dale,995-494-7868,Donald.Dale@example.com,"San Francisco, USA",False,False,True
697,D. Horne,738-911-3567,Donald.Horne@example.com,"San Francisco, USA",True,True,False
20,D. Stone,730-260-4630,Donald.Stone@example.com,"London, United Kingdom",True,False,True
551,D. Evans,729-134-2962,Donovan.Evans@example.com,"Montreal, Canada",False,True,False
305,D. Griffith,839-124-9420,Doris.Griffith@example.com,"San Francisco, USA",False,True,True
86,D. Browning,247-523-1403,Douglas.Browning@example.com,"New York, USA",True,False,False
247,D. Lozano,916-136-3366,Douglas.Lozano@example.com,"New York, USA",False,True,False
877,D. Orozco,531-709-2553,Drew.Orozco@example.com,"San Diego, USA",False,True,False
261,D. Melendez,659-843-5422,Dulcie.Melendez@example.com,"Barcelona, Spain",True,False,True
725,D. York,832-799-7454,Dylan.York@example.com,"Chicago, USA",False,True,False
597,E. Fowler,648-268-9331,Earl.Fowler@example.com,"Los Angeles, USA",True,True,False
605,E. Hobbs,916-866-7237,Earl.Hobbs@example.com,"New York, USA",False,False,True
786,E. Vargas,821-464-7474,Earl.Vargas@example.com,"San Francisco, USA",False,False,True
265,E. Archer,130-279-8355,Eddie.Archer@example.com,"San Francisco, USA",False,True,True
146,E. Walker,805-146-4773,Edith.Walker@example.com,"Los Angeles, USA",False,True,False
239,E. Ayala,416-337-3343,Edward.Ayala@example.com,"Montreal, Canada",True,False,True
200,E. Buchanan,533-397-5445,Eesa.Buchanan@example.com,"London, United Kingdom",True,True,False
957,E. Jordan,778-566-2709,Effie.Jordan@example.com,"San Francisco, USA",False,True,True
491,E. Anthony,364-687-4749,Ehsan.Anthony@example.com,"San Francisco, USA",False,False,True
147,E. Mcintosh,153-538-3431,Eleanor.Mcintosh@example.com,"Toronto, Canada",True,False,False
43,E. Pineda,617-226-9486,Elena.Pineda@example.com,"Los Angeles, USA",True,True,True
802,E. Maxwell,449-237-4755,Eleni.Maxwell@example.com,"San Diego, USA",True,False,False
793,E. Hopkins,953-491-9939,Elif.Hopkins@example.com,"New York, USA",False,True,False
93,E. Khan,686-123-8571,Elif.Khan@example.com,"New York, USA",True,False,True
145,E. Castaneda,354-709-5741,Elijah.Castaneda@example.com,"Chicago, USA",False,False,True
209,E. Stokes,864-975-1957,Eliot.Stokes@example.com,"Los Angeles, USA",False,True,False
334,E. Tran,363-441-2226,Elisabeth.Tran@example.com,"London, United Kingdom",True,False,True
604,E. Cobb,821-536-1739,Elisha.Cobb@example.com,"San Francisco, USA",False,True,False
706,E. Garza,313-206-2033,Elisha.Garza@example.com,"Los Angeles, USA",True,True,True
